"x","y","z","theta_1","theta_3","s"
1.41891891891892,0,0.64,-0.0550228720051025,-0.0924025579595083,-3.13092120214755
4.86486486486486,0,0.64,-0.032285764181127,0.0621793158946854,-0.696878807625144
7.7027027027027,0,0.64,-0.0713042552459549,-0.0334294155647276,0.124450902048519
8.91891891891892,0,0.64,-0.0956977712063285,-0.098532486287916,0.372804989455666
11.7567567567568,0,0.64,0.0954428167412868,0.09918609654355,0.819899439035656
10.7432432432432,0.222222222222222,0.64,-0.0487880118761711,0.0120780687421389,0.650055823242983
3.64864864864865,0.888888888888889,0.64,-0.0769352332509538,0.0976726380226723,-1.27731800726791
15,0.888888888888889,0.64,0.0606713750514495,-0.0238506597083849,1.22706784749938
0.202702702702703,1.11111111111111,0.64,-0.00327037515389,0.0429965892292332,-6.01491096204382
10.3378378378378,1.55555555555556,0.64,-0.00741440079780313,0.0382334803398486,0.604130645329925
1.62162162162162,2,0.64,0.0550382832933836,-0.0825787312573445,-2.66333389612085
4.25675675675676,2,0.64,0.0637522142121838,-0.0766209591791905,-0.78193760351904
9.32432432432432,2,0.64,-0.100785358556092,-0.0539861057840017,0.443796510368062
12.1621621621622,2,0.64,-0.0892613393015263,0.0728100098979408,0.756074842476959
2.83783783783784,0,0.42,0.0905624339739691,-0.00755829166136897,-1.56048691358435
14.1891891891892,0.222222222222222,0.42,0.077904028395648,-0.0644852975430052,1.1870275773681
4.86486486486486,1.11111111111111,0.42,0.0213200923381603,-0.0842786500038368,-0.553673734658501
13.3783783783784,2,0.42,-0.063960651723983,-0.00215879112517019,0.971847658084224
0.405405405405405,0,0.2,0.00954308645376022,0.0252260452570966,-6.11530063718397
6.48648648648649,0,0.2,0.0746955528950522,0.0189271246131595,-0.0777256896437815
13.1756756756757,0.222222222222222,0.2,-0.0269870777989718,0.00518604250521056,0.970201031590963
7.09459459459459,0.888888888888889,0.2,-0.0386972045955688,0.0305296245636975,-0.0167697766094819
8.91891891891892,1.11111111111111,0.2,0.0204806454222589,0.0784295922976181,0.360285551198362
12.5675675675676,1.11111111111111,0.2,0.101735136185735,0.0517796810934967,0.948347868024404
11.3513513513514,1.33333333333333,0.2,0.0392760732624652,0.0881185960891609,0.732626511019835
6.08108108108108,1.55555555555556,0.2,-0.0176091740394611,-0.0574354021101988,-0.200983808819338
3.24324324324324,1.77777777777778,0.2,0.0420773647987095,-0.0201039008850975,-1.34090335100106
7.7027027027027,1.77777777777778,0.2,-0.0616082098210725,0.0674239482400939,0.0712481606476832
14.3918918918919,1.77777777777778,0.2,0.0318759855105665,-0.0443020693140592,1.16681611202312
0.608108108108108,2,0.2,0.00257301801446649,-0.0405141849601264,-4.98075815237046
