"x","y","z","theta_1","theta_2","theta_3","s"
9.52702702702703,0,0.64,-0.0550228720051025,0.103995991642131,-0.0924025579595083,0.515257495218943
10.9459459459459,0,0.64,-0.032285764181127,-0.0835955870903314,0.0621793158946854,0.662509450575234
15,0,0.64,-0.0713042552459549,-0.0445455830883444,-0.0334294155647276,1.1373767096286
12.3648648648649,0.222222222222222,0.64,-0.0956977712063285,0.0534876721402135,-0.098532486287916,0.877189316937713
3.24324324324324,0.444444444444444,0.64,0.0954428167412868,-0.0605302469719928,0.09918609654355,-1.3607658571076
6.68918918918919,0.666666666666667,0.64,-0.0487880118761711,0.000499467326803185,0.0120780687421389,-0.112237350230545
10.1351351351351,0.888888888888889,0.64,-0.0769352332509538,-0.0370706801443351,0.0976726380226723,0.473456664687776
13.3783783783784,1.11111111111111,0.64,0.0606713750514495,-0.00734348524620339,-0.0238506597083849,1.07023856773848
3.85135135135135,1.33333333333333,0.64,-0.00327037515389,0.0221214013656651,0.0429965892292332,-1.08145149697425
9.12162162162162,1.55555555555556,0.64,-0.00741440079780313,0.0119957495701391,0.0382334803398486,0.409656284944338
15,1.55555555555556,0.64,0.0550382832933836,-0.0669913055947946,-0.0825787312573445,1.26147921579263
0.202702702702703,2,0.64,0.0637522142121838,-0.101844093646797,-0.0766209591791905,-6.89648705005234
1.62162162162162,2,0.64,-0.100785358556092,-0.0713359494905615,-0.0539861057840017,-2.75888010845974
10.1351351351351,2,0.64,-0.0892613393015263,0.0361461670319785,0.0728100098979408,0.4860556579815
2.22972972972973,0,0.42,0.0905624339739691,0.0771193387907592,-0.00755829166136897,-2.04341581843726
5.87837837837838,0,0.42,0.077904028395648,0.0903618576552024,-0.0644852975430052,-0.201968763035653
7.5,0,0.42,0.0213200923381603,0.0436617264532619,-0.0842786500038368,0.183461855629257
5.06756756756757,2,0.42,-0.063960651723983,0.0569460759701777,-0.00215879112517019,-0.588707668635005
13.9864864864865,2,0.42,0.00954308645376022,-0.028361790777619,0.0252260452570966,1.06344007770063
13.7837837837838,0,0.2,0.0746955528950522,-0.0523393088441158,0.0189271246131595,1.09734346122502
0.202702702702703,0.666666666666667,0.2,-0.0269870777989718,0.0686188897267823,0.00518604250521056,-6.63171188042014
1.41891891891892,0.666666666666667,0.2,-0.0386972045955688,-0.00642907140960593,0.0305296245636975,-2.98049822866761
4.86486486486486,0.666666666666667,0.2,0.0204806454222589,0.0168858846370116,0.0784295922976181,-0.664587903027233
8.51351351351351,0.666666666666667,0.2,0.101735136185735,0.0738072575267956,0.0517796810934967,0.36284075518516
11.7567567567568,1.11111111111111,0.2,0.0392760732624652,0.0922955400003361,0.0881185960891609,0.792638123854693
5.87837837837838,1.33333333333333,0.2,-0.0176091740394611,-0.0211230771044147,-0.0574354021101988,-0.261028288091705
7.7027027027027,1.55555555555556,0.2,0.0420773647987095,-0.0961954110379964,-0.0201039008850975,0.212596682163263
2.63513513513514,2,0.2,-0.0616082098210725,-0.0179457437280168,0.0674239482400939,-1.90076444964333
11.1486486486486,2,0.2,0.0318759855105665,0.0318978816115818,-0.0443020693140592,0.804897124579689
12.5675675675676,2,0.2,0.00257301801446649,-0.0841082217801327,-0.0405141849601264,0.959447745010895
